"id","state","city","district","h_name","address","pincode","contact","helpline","fax","category","website","email","blood_component","blood_group","service_time","latitude","longitude"
"1464","Maharashtra","Buldhana","Buldhana","Jeevan dhara Buldhana Urban Blood Bank","Tehsilto Stadium road, Buldhana","443001","07262 242024","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1465","Maharashtra","Akola","Akola","Shriram Blood Bank","T.K.Chembers, Ratanlal Plot, Akola","444101","0724 2433175, 0724 2434858","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1466","Maharashtra","Buldhana","Buldhana","Dr. Murlidhar Kharche Memorial Jeevan Jyoti Blood Bank","Bharat Kala Rd., Malkapur","443101","07267 222450, 07267 222650,07267 222450, 07267 222650","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1467","Maharashtra","Yavatmal","Yavatmal","Laxmi Blood Bank","Pusad","445204","07233 246775, 07233 246535, 07233 246535","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1468","Maharashtra","Yavatmal","Yavatmal","Satyashanti Blood Bank","2nd floor Satyashanti Hospital, Opp. Bus Stand, At-Pusad","445204","07233 248095, 07233 246095","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1469","Maharashtra","Akola","Akola","Akola Diagnostic Centre Blood Bank and Component Lab","Shivdwar, Civi Line Chowk, Opp LRT College","444001","0724 2437179, 0724 2400661","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1470","Maharashtra","Akola","Akola","Dr. Mankar Memorial Blood Bank","Amankha Plot","444005","0724 2457530, 0724 2458079","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1471","Maharashtra","Akola","Akola","Dr. Hedgewar Blood Bank","Akola,Balaji Plot SBI Colony no - 1, Akola","444005","0724 2491264, 0724 2491265, 0724 2491266, 0724 2491264","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=79]79"
"1472","Maharashtra","Akola","Akola","ICON Blood Bank,Ganediwal Charitable Trust","ICON Blood Bank, ICON Hospital, Kedia plot, Akola","444001","0724 2421263, 0724 2421264","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1473","Maharashtra","Amravati","Amravati","Shri Balaji Blood Bank","Blood Component Lab and Blood Transfusion Center,1st Floor, Alsi Complex, Ambapeth, Amravati","444601","0721 2671600, 0721 2574495","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1474","Maharashtra","Amravati","Amravati","Dr. P.D.M.H.C. Hospital and Research Centre","Block-A,1st Floor, Shivaji Nagar, Amravati","440603","0721 2552353, 0721 2662323, 0721 2665545,0721 2661742","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1475","Maharashtra","Amravati","Amravati","Sant Gadgebaba Blood Bank and Component Centre","Badnera,Opp.Shrihari hospital, Juni vasti, Badnera Amravati","444701","0721 2580455,0721 2580490","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1476","Maharashtra","Buldhana","Buldhana","Lilavati Blood Bank","John Lay Out, Jan bhrun Road Dist-Buldhana","443001","07262 243811,07262 243811","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1477","Maharashtra","Buldhana","Buldhana","Shri. Brahman Swrankar Samaj Trust","Farshi, Main Road, Khamgaon, Dist-Buldhana","444303","07263 255577,07263 259334","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1478","Maharashtra","Amravati","Amravati","Dr Late Sadanadaji Burma Memorial Blood Bank","Paratwada,Dist Amravati","NA","07252 232056, 07252 233092","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1479","Maharashtra","Washim","Washim","Sau Kantadevi Dale Blood Bank","Maa Ganga Memorial Baheti Hospital, Akola Naka, Washim","444505","07252 234343,07252 235606","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1480","Maharashtra","Yavatmal","Yavatmal","Aieshwarya Blood Bank","Survey No.3/2, Godhani Road, Gurunanak Nagar, Near Amolakshand College Mouza, Umarsara Dist-Yavatmal","445001","07232 252500,07232 242340","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1481","Maharashtra","Yavatmal","Yavatmal","Shri Gajanan Blood Bank And Components","Property no: 71, Road no.9, 2nd floor , Bajaj Satkar Bhavan, Yavatmal(m.s)","444001","07232 242985","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1482","Maharashtra","Yavatmal","Yavatmal","Ekneel Blood Bank","Near City Centre,Datta Chowk","445001","07232 250111","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1483","Maharashtra","Aurangabad","Aurangabad","Reginal Blood Bank Government Medical College and Hospital","Aurangabad","NA","0240 2402108, 0240 2402108,0240 242418","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=75]75"
"1484","Maharashtra","Aurangabad","Aurangabad","MGM Medical College and Hospital Blood Bank","N-6 , Town Centre CIDCO","400012","0240 6601100, 0240 2484445, 0240 2487727","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1485","Maharashtra","Aurangabad","Aurangabad","Dattaji Bhale Blood BankHedgewar Hospital","Dr.Hegdewar Rugnalaya Campus Garkheda Parisar","431005","0240 2335196, 0240 2352371, 0240 2343481, 0240 2331195","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=75]75"
"1486","Maharashtra","Aurangabad","Aurangabad","Lokmanya Blood BankGopinath Chambers","Adalat Road","431005","0240 2335516,0240 2328632,0240 2342877, 0240 232862","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=75]75"
"1487","Maharashtra","Aurangabad","Aurangabad","Seth Nandlal Dhoot Hospital Blood Bank","A-1, MIDC, Chikalthana, Jalna Road","431210","0240 2489001, 0240 2485331","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1488","Maharashtra","Aurangabad","Aurangabad","Arpan Voluntary","2nd floor, Sonia Chambers, Opp Seven Hills Flyover, Jalna Road","431001","0240 2345359,0240 6604204, 0240 2390814","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1489","Maharashtra","Aurangabad","Aurangabad","Amruta Blood Bank","1st floor, Shop No 102,103, Nano Mall Complex, Near Shahnoormiya Durga","431001","0240 2060145,0240 2351145","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1490","Maharashtra","Jalna","Jalna","Civil Surgeon, General Hospital","Balod Bank Survey No-488, Infront of collector office , Civil Hospital Jalna","431203","02482 224381, 02482 224393","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=76]76"
"1491","Maharashtra","Jalna","Jalna","Jankalyan Blood Bank","Wing No-03, S, No 224, Shri Chatrapati Shivaji Maharaj Bazar Sankul, Old Cotton Market Yard","431203","02482 238397, 02482 243085,02482 232407","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1492","Maharashtra","Jalna","Jalna","Noor Hospital Blood Bank","Warudi, Tq-Badnapur","431202","02482 222515","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1493","Maharashtra","Parbhani","Parbhani","Civil Surgeon, District General Hospital Blood Bank","Subhash Road Parbhani","414001","02452 223458, 02452 231287","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=77]77"
"1494","Maharashtra","Hingoli","Hingoli","Civil Surgeon, District General Hospital Blood Bank","Akola Road Risala Bazar, Hingoli","431513","02456 224118","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=77]77"
"1495","Maharashtra","Nanded","Nanded","Dr. Shankarrao Chavan Government Medical College and Guru Govindsinghji Memorial Hospital Blood Bank","Vazirabad, Nanded","NA","02462 235711,02462 234702","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=77]77"
"1496","Maharashtra","Nanded","Nanded","Indian Red Cross Society Blood Bank","Parsi Anjuman Complex, Vazirabad, Nanded","431602","02462 236699,02462 231012,02462 236633, 02462 227335","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1497","Maharashtra","Nanded","Nanded","Golvalkar Guruji Blood Bank","Plot No.2-12-407, Bandhaghat Road, Vazirabad, Nanded.","431601","02462 243300","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1498","Maharashtra","Nanded","Nanded","Arpan Blood Bank","2nd floor ,Dayma Complex, Doctor Lane, Ghamodia,Nanded","431601","02462 241587, 02452 239587","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=77]77"
"1499","Maharashtra","Nanded","Nanded","Arpan Voluntary","Plot No -66, Survey No-53, Mahalaxmi Nagar, Nanded","431601","02462 245551,02462 245552, 02462 245555","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1500","Maharashtra","Nanded","Nanded","Guru Gobindsinghji Blood bank","Geeta Bhavan 1and2 Floor, House No 3-1-366, Near Government, Ayurvedic College, bus stand road, Vazirabad Nanded","431601","02462 233332","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=77]77"
"1501","Maharashtra","Latur","Latur","Civil Surgeon, Government Medical College General Hospital Blood Bank","Government Medical College General Hospital Old Railway Station, Gandhi Chowk Latur","413512","02382 257670, 02382 253017","NA","NA","NA","NA","NA","NA","NA","NA","[=18]18","[=77]77"
"1502","Maharashtra","Latur","Latur","Dr. Bhalchandra Blood Bank","Red Cross Bhavan, Gandhi Market, Latur","413512","02382 246078, 02382 254994","NA","NA","NA","NA","NA","NA","NA","NA","[=18]18","[=77]77"
"1503","Maharashtra","Latur","Latur","Smt. Saraswati Karad Blood Bank","MIMSR Medical College andYashwantrao. Chavan Rural Hospital Amejogai Road,Vishwanath Puram, Latur","413531","02382 227424, 02382 227028","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1504","Maharashtra","Latur","Latur","Nagappa Amberkhane Blood Bank","Banshelki Road Near Nalegaon Railway Crossing Gate Udgir Dist Latur","413517","02385 258325","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1505","Maharashtra","Latur","Latur","Arpan Blood Bank","H.No R-3-1030, old Sonawane Hospital Near Ashok Hotel Main Road Latur","413512","02382 251476,02382 252476","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1506","Maharashtra","Osmanabad","Osmanabad","Civil Surgeon, General Hospital Blood Bank","Civil Hospital Osmanabad, Tqand Dist Osmanabad","413501","02472 226924,02472 226924","NA","NA","NA","NA","NA","NA","NA","NA","[=18]18","[=76]76"
"1507","Maharashtra","Osmanabad","Osmanabad","Shri Krishna Blood Bank","Dr Patange Hospital Building ,Ajay Nagar Omerga, Tq, - Omerga, Dist- Osmanabad","413606","02457 252004, 02457 252232, 02457 252469","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1508","Maharashtra","Beed","Beed","Civil Surgeon, General Hospital Blood Bank","Civil Hospital Beed, Tqand Dist Beed","431122","02442 220609, 02442 222618","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1509","Maharashtra","Beed","Beed","Swami Ramanand Tirth Arben Medical College Hospital Blood Bank","Swami Ramanand Tirth Arben Medical College Hospital Ambajogai Tq. Ambajogai Dist Beed","431517","02446 244472, 02446 247132","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=76]76"
"1510","Maharashtra","Beed","Beed","Vaidynath Blood Bank","H. No-8, CS No- 684/22, Jay Nagar,Parli Vaijnath Dist Beed","431515","02446 223584","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1511","Maharashtra","Beed","Beed","Navjivan Blood Bank","Plot No 2-10-240 1 st floor, Jalna Road, Opp M.S.E.B. Office Beed Dist Beed","431122","02442 233423, 02442 232434, 02442 223975","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1512","Maharashtra","Aurangabad","Aurangabad","Aurangabad Blood Bank","Opp to Sparsh Hospital, Jawahar Nagar, Akashwani, Aurangabad","431001","0240 2330400","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1513","Maharashtra","Parbhani","Parbhani","Newlife Blood Bank","Plot No 22, Survey No 389 & 394, Beside Gurudwara, Station Road, Parbhani","431401","02452 220222","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1514","Maharashtra","Nanded","Nanded","Nanded Blood Bank","Shivaji Nagar ,Opp Adhar Hospital, Nanded","NA","02462 233810","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1515","Maharashtra","Aurangabad","Aurangabad","Lions Blood Bank","1st floor, Near Tej Bahadur English School ,Osampura,Aurangabad","431005","0240 2337255","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1516","Maharashtra","Nanded","Nanded","Hazur Saheb Blood Bank","2nd Floor, opp Bank of India, Sant kripa market, GG road, Nanded","431601","02462 248888, 02462 239999","NA","0246 2244948","NA","NA","NA","NA","NA","NA","NA","NA"
"1517","Maharashtra","Latur","Latur","Maule Pratishtan ,Mauli Blood Bank","Gayatri Hospital,Barshi Road, Latur","NA","02382 224000","NA","02382 255071","NA","NA","NA","NA","NA","NA","NA","NA"
"1518","Maharashtra","NA","NA","Arpan Blood Bank","3rd floor,Thorat Hospital, Anand Nagar,DP road,Ambejogai","NA","02446 245002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1519","Maharashtra","Nagpur","Nagpur","Government Medical College Blood Bank, Nagpur","In charge Blood Bank Government Medical College and Hospital Blood Bank, 2nd Floor Hanuman Nagar, Nagpur","440003","0712 2744695, 0712 2744489","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=79]79"
"1520","Maharashtra","Nagpur","Nagpur","Super Speciality Hospital and Medical Post Graduate Institute Blood Bank","Maenad Rd, Near RST Cancer Hospital, Nagpur","440003","0712 2703501, 0712 2746682","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1521","Maharashtra","Nagpur","Nagpur","Indira Gandhi Medical College and Hospital Blood Bank","IGMC Hospital, Central Avenue Road, Nagpur","440018","0712 2728621, 0712 2774766","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=79]79"
"1522","Maharashtra","Bandera","Bandera","Civil Hospital Bandera Blood Bank","General Hospital Blood Bank, Bandera","441904","07184 252247, 07184 255151","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=80]80"
"1523","Maharashtra","Chandrapur","Chandrapur","General Hospital Blood Bank","General Hospital Blood Bank, Chandrapur","442401","07172 25040, 07172 252103, 07172 253992","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=79]79"
"1524","Maharashtra","Gadchiroli","Gadchiroli","Sub-District Rural Hospital Blood Bank","Aheri, At Post & Tal. Aheri, District Gadchiroli","442705","07133 272072, 07133 202072","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=80]80"
"1525","Maharashtra","Gadchiroli","Gadchiroli","Civil Surgeon, General Hospital Blood Bank","Gadchiroli, General Hospital Blood Bank, Gadchiroli","442605","07132 222056, 07132 222644","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=80]80"
"1526","Maharashtra","Gondia","Gondia","Bai Gangabai Ladies Hospital Blood Bank","Gondia, Bai Gangabai Ladies Hospital Blood Bank, Civil Lines, Gondia","441601","07182 237034","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=80]80"
"1527","Maharashtra","Nagpur","Nagpur","Daga Memorial Women Government Hospital Blood Bank","Gandhibag, Nagpur","440002","0712 2729202, 0712 2729333, 0712 2729333","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=79]79"
"1528","Maharashtra","Wardha","Wardha","District - Civil Surgeon, General Hospital Blood Bank Wardha","New Bldg. OPD 1st Floor General Hosp.Dr.Ambedkar Road Near Jilha Parisad Wardha","442001","07152 245249, 07152 250624","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=79]79"
"1529","Maharashtra","Nagpur","Nagpur","Central India Institute of Haematology and Oncologys Blood and Blood Component Bank and Apheresis Unit,Superspeciality Blood and Cancer Hospital","Plot No-14/2, Park Corner, Bal raj Marg, Near Loma Square,Dhantoli, Nagpur","440012","0712 2430038 , 0712 2428972 , 0712 6464198","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1530","Maharashtra","Bandera","Bandera","Abashed Blood Bank","Indian Medical Charitable Trust, Main Road Gandhi chowk Bhandara","441904","07184 250786","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1531","Maharashtra","Chandrapur","Chandrapur","Ankur Hospital Blood Bank","Balaji Ward, Chandrapur","442402","07172 251522, 07172 255522 , 07172 264522","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1532","Maharashtra","Chandrapur","Chandrapur","Dr. Ninawe Blood Bank, Ninawe Hospital","Near Benglur Bakery, Kasturba Rd.Chandrapur","442402","07172 254884, 07172 254994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1533","Maharashtra","Chandrapur","Chandrapur","Cristanand Education Society Blood Bank","Brahampuri, Gujri Ward No.2, Chandrapur","441206","07177 272016, 07177 271109, 07177 271109","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1534","Maharashtra","Nagpur","Nagpur","Jeevan Jyoti Blood Bank and Component","JP Chamber, Madhav Nagar, Dakshin Ambakshari Road Nagpur","440010","0712 2231660, 0712 2230876","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1535","Maharashtra","Nagpur","Nagpur","Dr. Hegdewar Blood Bank","2, Sitaram Smruti, West High Court Road, Laxmibhuvan Square, Audumbar Apartment, Dharmpeth, Nagpur","440010","0712 2528292, 0712 2538900, 0712 6542233, 0712 2560033","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=79]79"
"1536","Maharashtra","Nagpur","Nagpur","Sainath Blood Bank","1st floor, Manoj Bldg, Central Bajar Road, opp Hotel Centre Point, Ramdaspeth, Nagpur","440010","0712 2452035","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=79]79"
"1537","Maharashtra","Nagpur","Nagpur","Ayush Blood Bank and component Lab","9th Floor, A wing, 901-905,910-912 ,Lokmat Building Nagpur","440010","0712 6618666, 0712 5631137","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1538","Maharashtra","Nagpur","Nagpur","Lifeline Blood Bank Components and Apherisis Centre","Neeti Gaurav complex , 2nd floor, Central Bazar road, Lokmat Square, Ramdaspeth, Nagpur","400010","0712 6618222, 0712 2436167","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=79]79"
"1539","Maharashtra","Nagpur","Nagpur","Rainbow Blood Bank","3rd Floor, 282, Rainbow Diagnostic Services Central Bazar Road, Ramdas Peth, Nagpur","440010","0712 6636666, 0712 6636666","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1540","Maharashtra","Nagpur","Nagpur","NKP Salve Inst.of Med.Sci. and Res.Center.Lata Mangeshkar Hosp, Blood Bank","5,YMCA Complex, Digdoh Hills, Hingna Road, Nagpur","440019","07104 236290, 07104 236290, 07104 236291, 07104 232905","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1541","Maharashtra","Wardha","Wardha","Kasturba Health Society Blood Bank","Sevagram,Department of Pathology, MGIMS and Kasturba Hospital Sevagram, District Wardha","442102","07152 284108, 07152 284333","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1542","Maharashtra","Wardha","Wardha","Jawaharlal Nehru Medical College Blood Bank","Savangi(Meghe), Paloti Road District Wardha","442004","07152 287877, 07152 287701, 07152 287706, 07152 287714 , 07152 287711","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1543","Maharashtra","Dhule","Dhule","Shri Bhausaheb Hire Government Medical College and Hospital","Civil Hospital Compound, Sakri Road Dhule","424001","02562 288833","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=75]75"
"1544","Maharashtra","Ahmednagar","Ahmednagar","Civil Surgeon, General Hospital","Dist Government Hospital Tarak pur Savedi Road, Circle Nashik, Ahmednagar","414001","0241 2430127, 0241 2431985, 0241 2430127","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=75]75"
"1545","Maharashtra","Jalgaon","Jalgaon","General Hospital Blood Bank","Zilha Peth Jalgaon","425001","0257 2226642, 0257 2252145","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=76]76"
"1546","Maharashtra","Nandurbar","Nandurbar","Civil Surgeon, District General Hospital Blood Bank","Nandurbar, Railway Station Road Survey no.406 civil hospital Compound Sakri Road, Near Collector Office Nandurbar","425412","02564 202510, 02564 210135,02564 226225, 02564 210122","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=80]80"
"1547","Maharashtra","Nashik","Nashik","Roachabai Sugnomal Manwani, Cantonment General Hospital","Vadner Road, Devlali Nashik","422401","0253 2493365, 0253 24913377, 0253 541377, 0253 2462068","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1548","Maharashtra","Nashik","Nashik","Civil Surgeon, District- Civil Hospital Blood Bank","District- Civil Hospital Blood Bank Near Thakkar Bazaar, Trimbak naka, Nashik","422001","0253 2318020, 0253 2577949","NA","NA","NA","NA","NA","NA","NA","NA","[=20]20","[=74]74"
"1549","Maharashtra","Nashik","Nashik","Sainik Aspatal Military Hospital Blood Bank","Sainik Aspatal, Military Hospital, Deolali","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1550","Maharashtra","Ahmednagar","Ahmednagar","Sanjeevani Blood Bank,Kopargaon","110, Nishigandh, Vivekanand Nagar, Near S.G Vidyalay,Circle Nashik, Kopargaon","423601","02423 222237, 02423 224885, 02423 223117, 02423 223009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1551","Maharashtra","Ahmednagar","Ahmednagar","Rotary Blood Bank, Rahuri Charitable Trust","Acharya Anand Rushiji Bhavan, Near Water Tank, Nagar Manmad Road,Circle Nashik, A/P.Rahuri Dist-Ahmednagar","413705","02426 232975, 02426 232893","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1552","Maharashtra","Ahmednagar","Ahmednagar","Arpan Blood Bank","Sanamner,First Floor, H.No.1542/43, above Bank of Badoda Swatantrya Chowk, Sangamner, Circle Nashik, Ahmednagar","414001","02425 226036, 02425 226036","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1553","Maharashtra","Ahmednagar","Ahmednagar","Jankalyan Blood Bank, Nalegaon","Gadgil Patangan, Nalegaon, Circle Nashik,Ahmednagar","414001","0241 2346647, 0241 2329827, 0241 2325661","NA","NA","NA","NA","NA","NA","NA","NA","[=19]19","[=74]74"
"1554","Maharashtra","Ahmednagar","Ahmednagar","Pravara Medical Trust Blood Bank, Pravara Rural Hospital and Medical Dental College Loni (BK)","TQ.Rahata District Ahmednagar","413736","02422 271201, 02422 271528, 02422 2733413","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1555","Maharashtra","Ahmednagar","Ahmednagar","Jondhales Nitya Seva Blood Bank","R.C.Complex, Mamlatdar Kacheri Road, Circle Nashik, Shriram Dist-Ahmednagar","413709","02422 224000, 02422 225000, 02422 222797, 02422 224000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1556","Maharashtra","Ahmednagar","Ahmednagar","Shri. Sainath Blood Bank","opp. Bus Stand, Shri Saibaba Sansthan, Shirdi Tal - Rahata,Dist - Ahmednagar","423109","02423 258794, 02423 258660","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1557","Maharashtra","Ahmednagar","Ahmednagar","Padm.Dr.Vithalrao Vikhe Patil Found.Ahmednagar Med.Collg.Hospital","Opp.Government Milk Dairy Vadgaon Gupta M.I.D.C., Circle Nashik, Ahmednagar","414111","0241 2778042, 0241 2779782","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1558","Maharashtra","Ahmednagar","Ahmednagar","Shrirampur Blood Bank","Shrirampur","413709","02422 224293, 02422 210600","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1559","Maharashtra","Ahmednagar","Ahmednagar","Anand rushiji Blood Bank","Survey no.16/1, plot no.2 behind Anadrushiji Hospital Burudgaon road,Circle Nashik, Ahmednagar","414001","0241 2320472, 0241 2359085","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1560","Maharashtra","Ahmednagar","Ahmednagar","Jeevanraj Charitable Foundation,s Ahmednagar Blood Bank","F.p.No. - 17, 2nd Floor, Ahmednagar Zillha Krishi Audyogik Sarva Seva Sahakari Sanstha Maryadit, Market Yard, Circle NashikAhmednagar","414001","0241 2450099","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1561","Maharashtra","Ahmednagar","Ahmednagar","Nandkishor Education Society, Arpan Blood Bank","1st Floor, SAHAKAR Kranti Bldg. Market Yard, Circle Nashik, Ahmednagar","414001","0241 2451700, 0241 2451800","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1562","Maharashtra","Dhule","Dhule","Shree Navjeevan Blood Bank and Component Laboratary, Dhule","Plot No.39, Behind Vaibhav Nagar, Behind LIC Colony, Sushil Nagar Golibar Tekdi","424001","02562 245662, 02562 246289, 02562 245662","NA","NA","NA","NA","NA","NA","NA","NA","[=21]21","[=75]75"
"1563","Maharashtra","Dhule","Dhule","Jawahar Medical Foundation Blood Bank","Hutatma Shririshkumar Nagar, Opp.Jawahar Suthgirani, Morane, Sakri Road, Dhule","424001","02562 276317, 02562 277298","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1564","Maharashtra","Dhule","Dhule","Jeevan Jyoti Blood Bank","3252 Agra Road, near Prabhakar Theater","424001","02562 232807, 02562 236807","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1565","Maharashtra","Dhule","Dhule","Janseva Blood Bank","Fulwala Chowk, (C.S.No.1415/A/1/A) Lane no. 4 Dr.Odhekar Bldg, Agra Road","424001","02562 238262","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1566","Maharashtra","Jalgaon","Jalgaon","Madhavrao Golwalkar Swayamsevi Blood Bank","273, Navi Peth, Jalgaon","425001","0257 2234590, 0257 2261979","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1567","Maharashtra","Jalgaon","Jalgaon","Jeevan Surabhi Blood Bank","Laxmi Nagar, Kargaon Road, Chalisgaon Dist-Jalgaon","424101","02589 223833, 02589 222833","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1568","Maharashtra","Jalgaon","Jalgaon","Jeevanshri Raktapedi","I st Floor, Rasmanju complex, Bhagwat Road, Amalner","425401","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1569","Maharashtra","Jalgaon","Jalgaon","Dhanwantri Blood Bank","H.no. 5/464/1 T.P.Scheme No-1, Survey No 124/1/3A Plot no 777/3, Jamner Road, Rangoli Hotel Jawal Anand Nagar Bhusawal Dist - Jalgaon","425201","02582 243243","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1570","Maharashtra","Jalgaon","Jalgaon","Godavari Foundations Dr.Ulhas Patil Medical College and Hospital Blood Bank","Hospital Blg, 2nd floor, Gat no.315/316/321/305 Jalgaon-Bhsawal Road,N.H no -6 Jalgaon (kh)","425309","0257 3058539, 0257 3058526","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1571","Maharashtra","Nandurbar","Nandurbar","Jankalyan Rakta Pedhi","Nandurbar,1st Floor,Vivekanand Hospital, Desaipura, Nandurbar","425412","02564 226934, 02564 226935,02564 222226","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1572","Maharashtra","Nashik","Nashik","Ansar Blood Bank","Malegaon,1398/1, Islampura, Industrial Society Compound, Quidwai Road, Malegaon Nashik","423203","02554 238383, 02554 230169, 02254 230039","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
